,name,year,release_date,artists,id,duration_ms,explicit,valence,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
18724,History Has Its Eyes on You,2015,2015-09-25,"['Christopher Jackson', 'Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",1mGO8rwCE9zk7H06OxcU5m,97050,0,0.274,0.8029999999999999,0.438,0.373,0.0,0,0.123,-9.769,0,70,0.0291,77.415
18725,Streetcar,2015,2015-11-12,['Daniel Caesar'],7Cu2COdH93MnuireuKNiS3,246972,0,0.142,0.721,0.41,0.298,0.0,3,0.158,-11.796,1,71,0.0473,109.651
18726,Want to Want Me,2015,2015-05-29,['Jason Derulo'],7oGZAicScQt96OAW4AruYy,207719,0,0.6559999999999999,0.00906,0.775,0.68,0.0,0,0.109,-5.507999999999999,0,76,0.0629,114.025
18727,シルエット,2015,2015-01-21,['KANA-BOON'],21z1GxeHjfD3qkaF5CgCTO,240133,0,0.383,1.05e-05,0.436,0.934,0.136,2,0.321,-2.685,1,76,0.0507,91.488
18728,Ten Duel Commandments,2015,2015-09-25,"['Anthony Ramos', 'Lin-Manuel Miranda', 'Jon Rua', 'Leslie Odom Jr.', 'Original Broadway Cast of Hamilton']",3lXyAQ0kekAvY5LodpWmUs,106646,0,0.828,0.0691,0.887,0.516,0.0,10,0.617,-8.187000000000001,0,70,0.6579999999999999,77.977
18729,$outh $ide $uicide,2015,2015-06-15,"['$uicideBoy$', 'Pouya']",4VsMart0lkjUtyQnmxloK6,169320,1,0.0477,0.0053799999999999,0.797,0.516,0.431,1,0.0728,-6.2860000000000005,1,71,0.0831,109.997
18730,Perfect,2015,2015-11-13,['One Direction'],3NLnwwAQbbFKcEcV8hDItk,230333,0,0.396,0.0598,0.647,0.823,0.0,2,0.119,-5.231,1,77,0.0762,99.933
18731,My Flaws Burn Through My Skin Like Demonic Flames from Hell,2015,2015-08-01,['$uicideBoy$'],09kvhnq2ONdNo4NRtHBSvv,167680,1,0.0659,0.00448,0.78,0.748,0.000591,11,0.115,-7.394,0,71,0.0352,125.974
18732,All My Friends (feat. Tinashe & Chance the Rapper),2015,2015-10-21,"['Snakehips', 'Tinashe', 'Chance the Rapper']",6TaqooOXAEcijL6G1AWS2K,229747,1,0.178,0.119,0.6890000000000001,0.521,8.41e-05,0,0.108,-5.845,1,74,0.132,95.055
18733,Energy,2015,2015-02-12,['Drake'],79XrkTOfV1AqySNjVlygpW,181933,1,0.5529999999999999,0.38,0.747,0.5710000000000001,0.0,11,0.534,-7.916,1,71,0.478,172.104
18734,What Comes Next?,2015,2015-09-25,['Jonathan Groff'],3D4J0o9w44QKFrBrYrSVJY,99343,0,0.277,0.603,0.515,0.302,0.0,7,0.199,-10.882,1,69,0.079,114.972
18735,Black Magic,2015,2015-11-06,['Little Mix'],6rmXhRIemCTPyMYZRDN7Qg,211786,0,0.8490000000000001,0.0343,0.7759999999999999,0.875,0.0,4,0.314,-5.535,1,77,0.0575,111.988
18736,Don't Wanna Fall In Love,2015,2015-10-02,['KYLE'],1vCBbeAhNTuMjvbPmi4eRW,232368,1,0.601,0.0149,0.486,0.616,0.0,0,0.356,-6.9,1,70,0.277,132.151
18737,Fire Away,2015,2015-05-04,['Chris Stapleton'],5j4hSQH0KaAc8f6cimnXIT,244333,0,0.177,0.055,0.5589999999999999,0.301,0.00979,9,0.101,-9.066,1,68,0.0297,116.123
18738,"Soldier, Poet, King",2015,2015-10-16,['The Oh Hellos'],26ky3sBMKv31Kpvil5pGDh,165680,0,0.524,0.0322,0.347,0.769,0.000737,8,0.117,-7.747000000000001,1,70,0.0614,118.074
18739,That Would Be Enough,2015,2015-09-25,"['Phillipa Soo', 'Lin-Manuel Miranda']",6oF8ueLn5hIl4PRp17sxW6,178446,0,0.185,0.8190000000000001,0.499,0.2,0.0,2,0.115,-10.276,1,69,0.0355,137.36700000000002
18740,Stay Alive,2015,2015-09-25,['Original Broadway Cast of Hamilton'],27MB0qHaYAZiTlwg25js1Y,159103,1,0.581,0.471,0.723,0.415,0.0,0,0.0995,-10.394,0,69,0.395,159.65
18741,Warriors,2015,2015-10-30,['Imagine Dragons'],1lgN0A2Vki2FTON5PYq42m,170067,0,0.309,0.0964,0.365,0.851,0.003,4,0.238,-6.238,0,68,0.065,78.068
18742,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2015,2015-05-26,"['A$AP Rocky', 'Rod Stewart', 'Miguel', 'Mark Ronson']",2N3U8uTYhjX2KwGT0pf5x0,260987,1,0.335,0.00996,0.394,0.6609999999999999,0.0,4,0.343,-8.684,1,74,0.192,149.81799999999996
18743,Dollhouse,2015,2015-08-14,['Melanie Martinez'],6wNeKPXF0RDKyvfKfri5hf,231853,0,0.555,0.22,0.725,0.708,0.0,5,0.777,-5.331,0,72,0.0756,130.029
18744,Do It Again,2015,2015-05-04,"['Pia Mia', 'Chris Brown', 'Tyga']",72Bz4ciRZPBcVSw0nrZDHi,207747,1,0.411,0.0266,0.7120000000000001,0.564,0.0,8,0.0874,-6.527,1,76,0.047,95.95
18745,Say No to This,2015,2015-09-25,"['Jasmine Cephas-Jones', 'Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Sydney James Harcourt', 'Original Broadway Cast of Hamilton']",3s9itRgJYcKhem01P17865,242017,0,0.395,0.464,0.754,0.535,0.0,9,0.19,-8.156,1,69,0.305,81.035
18746,Take a Break,2015,2015-09-25,"['Phillipa Soo', 'Anthony Ramos', 'Lin-Manuel Miranda', 'Renée Elise Goldsberry']",2qFIJT5hjqaNFA1GKwl9me,286486,0,0.5870000000000001,0.5870000000000001,0.552,0.371,0.0,4,0.18,-9.426,1,69,0.227,81.548
18747,Cabinet Battle #1,2015,2015-09-25,"['Christopher Jackson', 'Daveed Diggs', 'Lin-Manuel Miranda', 'Okieriete Onaodowan']",3TfKt8mPpdXfQTMfRjHzyz,215227,1,0.513,0.0859,0.607,0.6579999999999999,0.0,11,0.489,-7.762,0,69,0.423,87.04299999999998
18748,Runaway (U & I),2015,2015-06-05,['Galantis'],46lFttIf5hnUZMGvjK0Wxo,227074,0,0.383,0.0071099999999999,0.506,0.805,0.00193,1,0.0856,-4.119,1,75,0.0469,126.008
18749,Jordan Belfort,2015,2015-08-26,"['Wes Walker', 'Dyl']",6qMXubogFdMrvVMJwqATzd,207912,1,0.496,0.125,0.86,0.7190000000000001,0.0,11,0.0799,-4.325,0,67,0.33,160.049
18750,Faneto,2015,2015-06-16,['Chief Keef'],6J1SjVyNDzkZ3sF85Ndd3B,206655,1,0.393,0.346,0.8490000000000001,0.755,0.0,1,0.0564,-7.399,0,68,0.363,144.186
18751,Where Are Ü Now (with Justin Bieber),2015,2015-02-24,"['Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber']",66hayvUbTotekKU3H4ta1f,250286,0,0.197,0.041,0.4320000000000001,0.7809999999999999,4.21e-06,4,0.0789,-4.038,0,75,0.0567,139.43200000000002
18752,Norf Norf,2015,2015-06-30,['Vince Staples'],4uQ7wYsuL0DryknoDc11Hk,183160,1,0.0904,0.396,0.925,0.5489999999999999,0.000154,7,0.11,-6.572,1,68,0.0656,100.014
18753,Again,2015,2015-09-25,['Fetty Wap'],3ESSGgWzRf1xvP7G5hHMhB,312240,1,0.291,0.0062,0.748,0.733,0.0,11,0.329,-4.421,0,67,0.072,93.019
18754,The Sound of Silence,2015,2015-08-21,['Disturbed'],1Cj2vqUwlJVG27gJrun92y,248467,0,0.175,0.468,0.322,0.28,1.1e-06,6,0.102,-9.367,0,73,0.0281,85.794
18755,I Know,2015,2015-02-24,"['Big Sean', 'Jhené Aiko']",6rje9f1wRFJDO2iTORw0lH,319973,1,0.267,0.327,0.733,0.334,0.0,1,0.116,-11.314,1,68,0.0811,119.935
18756,Buy Me a Boat,2015,2015-10-30,['Chris Janson'],2WKLUgklz0VDX5bKTZ3eYD,179078,0,0.693,0.319,0.574,0.745,0.0,2,0.11,-6.662999999999999,1,67,0.0507,154.042
18757,Superficial Love,2015,2015-11-27,['Ruth B.'],5hwh37sTi84MVhCBMWzhGE,207973,0,0.488,0.928,0.477,0.242,0.0,8,0.0818,-9.162,1,72,0.0529,43.50899999999999
18758,If I Could Fly,2015,2015-11-13,['One Direction'],5CRVwXGikmqzoRO6q7FeAg,230320,0,0.307,0.7809999999999999,0.565,0.245,0.0,5,0.0998,-9.132,1,74,0.0262,75.055
18759,Know Yourself,2015,2015-02-12,['Drake'],5InOp6q2vvx0fShv3bzFLZ,275840,1,0.179,0.196,0.72,0.412,0.0,11,0.342,-8.687000000000001,0,72,0.223,114.408
18760,Control,2015,2015-08-28,['Halsey'],3SKzTIl9mW0DadTys9SFo3,214762,0,0.206,0.399,0.5489999999999999,0.675,0.0,4,0.181,-5.6370000000000005,0,71,0.0332,119.898
18761,What a Feeling,2015,2015-11-13,['One Direction'],0iSWAT0EL8TwmzcgBjKMh6,200533,0,0.882,0.149,0.6779999999999999,0.8690000000000001,0.0,0,0.0593,-4.345,0,73,0.0461,123.964
18762,Waiting For Love,2015,2015-10-02,['Avicii'],2P4OICZRVAQcYAV2JReRfj,230613,0,0.613,0.31,0.579,0.736,0.0,6,0.198,-3.863,0,79,0.0527,127.999
18763,Record Year,2015,2015-11-11,['Eric Church'],5fSPbm5lcwtqwXkeQQswW8,179347,0,0.57,0.205,0.589,0.6409999999999999,0.0,5,0.0864,-8.12,1,66,0.0838,160.031
18764,"Mary, Did You Know?",2015,2015-10-30,['Pentatonix'],4z8sz6E4YyFuEkv5o7IJni,203373,0,0.177,0.302,0.4970000000000001,0.312,0.0,11,0.0968,-9.088,0,68,0.0269,105.036
18765,Cheerleader - Felix Jaehn Remix Radio Edit,2015,2015-10-16,['OMI'],023OVLNzXhX0j7CxswUt6D,180560,0,0.594,0.141,0.78,0.68,1.2e-05,4,0.138,-6.081,1,65,0.0305,118.026
18766,Uma Thurman,2015,2015-01-20,['Fall Out Boy'],5PUawWFG1oIS2NwEcyHaCr,211573,0,0.6759999999999999,0.103,0.623,0.962,0.000174,4,0.264,-2.616,0,69,0.0895,149.963
18767,Top,2015,2015-12-18,['Lil Uzi Vert'],55Q46o5adtSobImSKrrlqW,236000,1,0.6779999999999999,0.193,0.7759999999999999,0.762,0.0,0,0.18,-4.356,1,67,0.216,120.039
18768,In The Night,2015,2015-08-28,['The Weeknd'],25KybV9BOUlvcnv7nN3Pyo,235653,1,0.539,0.0796,0.505,0.68,0.0,7,0.0465,-4.993,1,72,0.0714,168.02200000000005
18769,Sunset Lover,2015,2015,['Petit Biscuit'],0hNduWmlWmEmuwEFcYvRu1,237793,0,0.236,0.7290000000000001,0.7829999999999999,0.467,0.809,6,0.109,-9.474,1,76,0.0503,90.838
18770,Meet Me Inside,2015,2015-09-25,"['Lin-Manuel Miranda', 'Leslie Odom Jr.', 'Anthony Ramos', 'Christopher Jackson', 'Original Broadway Cast of Hamilton']",6p7jXaTJdpzGWnOJoK2jYr,83632,0,0.644,0.378,0.732,0.643,0.0,10,0.363,-8.318,0,68,0.474,88.54299999999998
18771,Wish I Knew You,2015,2015-07-15,['The Revivalists'],2EWpa5XnAuSn0sIkSSIhYk,274093,0,0.718,0.142,0.649,0.718,0.0713,0,0.124,-6.593,0,68,0.0261,101.034
18772,One Last Time,2015,2015-09-25,"['Christopher Jackson', 'Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",0Iys022UwQ8xBfxE1g4nWZ,296388,0,0.41,0.631,0.449,0.42,0.0,8,0.0805,-9.624,1,68,0.356,176.989
18773,Freaks,2015,2015-05-10,['Surf Curse'],0HUTL8i4y4MiGCPId7M7wb,147036,0,0.403,4.16e-05,0.346,0.944,0.565,9,0.0546,-9.874,1,70,0.0485,179.63
18774,Jekyll and Hyde,2015,2015-09-04,['Five Finger Death Punch'],5MjkeHk6I0JA0q13eqtnJP,206903,1,0.718,0.00058,0.544,0.96,1.99e-05,3,0.0531,-4.681,0,65,0.106,154.966
18775,History,2015,2015-11-13,['One Direction'],0HMjXBAZmSYOTTi33WpMso,187427,0,0.802,0.0352,0.655,0.6990000000000001,0.0,11,0.064,-4.421,1,76,0.0493,86.704
18776,Stone Cold,2015,2015-01-01,['Demi Lovato'],3by8IfnW9dZ2t4pZw1WVxz,191308,0,0.356,0.539,0.419,0.453,0.0,8,0.0971,-7.685,1,75,0.0437,140.327
18777,Cut the Cord,2015,2015-09-18,['Shinedown'],4LFBVDJV0xpayUvquQVzhS,224597,0,0.5329999999999999,0.00349,0.447,0.966,0.000198,7,0.312,-2.966,1,68,0.089,178.105
18778,Hymn for the Weekend,2015,2015-12-04,['Coldplay'],3RiPr603aXAoi4GHyXx0uy,258267,0,0.412,0.211,0.491,0.693,6.92e-06,0,0.325,-6.487,0,78,0.0377,90.027
18779,Washington on Your Side,2015,2015-09-25,"['Leslie Odom Jr.', 'Daveed Diggs', 'Okieriete Onaodowan', 'Original Broadway Cast of Hamilton']",1WHNqqRWhJVZIdCScFKtl5,181478,1,0.425,0.165,0.884,0.521,0.0,10,0.0756,-10.216,1,68,0.348,134.05100000000002
18780,Here,2015,2015-11-13,['Alessia Cara'],1wYZZtamWTQAoj8B812uKQ,199453,0,0.331,0.0785,0.376,0.821,0.0,0,0.0823,-3.974,1,66,0.104,120.462
18781,Please Don't Go,2015,2015-11-06,['Joel Adams'],3cNjgVBKTJ1SvKhunrCdVy,210580,0,0.235,0.0118,0.513,0.768,1.94e-05,4,0.294,-4.868,0,75,0.0587,84.264
18782,"Who Lives, Who Dies, Who Tells Your Story",2015,2015-09-25,['Original Broadway Cast of Hamilton'],7EsSVPxaYoAZjQwhspJBs2,217229,0,0.156,0.777,0.353,0.326,0.0,2,0.0904,-9.687,1,68,0.0901,75.5
18783,Sunday Candy,2015,2015-06-30,['Donnie Trumpet & The Social Experiment'],6fTdcGsjxlAD9PSkoPaLMX,226014,0,0.5539999999999999,0.53,0.511,0.596,0.0,0,0.0798,-6.56,1,67,0.224,158.063
18784,Some Kind Of Drug (feat. Marc E. Bassy),2015,2015-12-04,"['G-Eazy', 'Marc E. Bassy']",1Bqxj0aH5KewYHKUg1IdrF,222467,1,0.491,0.0705,0.586,0.525,0.0,0,0.0729,-8.968,1,68,0.498,126.51
18785,Faded,2015,2015-12-04,['Alan Walker'],7gHs73wELdeycvS48JfIos,212627,0,0.166,0.0291,0.589,0.6509999999999999,3.2e-06,6,0.111,-5.097,1,75,0.0306,90.01100000000002
18786,River,2015,2015-06-23,['Leon Bridges'],3hhbDnFUb2bicI2df6VurK,240200,0,0.181,0.6679999999999999,0.679,0.185,0.0,8,0.146,-10.786,1,70,0.0441,128.18
18787,Throne,2015,2015-09-11,['Bring Me The Horizon'],0M3adYbGtyRHACP86dey1H,191520,0,0.387,0.000455,0.426,0.888,0.0,0,0.306,-3.72,0,74,0.0987,144.111
18788,It's Quiet Uptown,2015,2015-09-25,"['Renée Elise Goldsberry', 'Lin-Manuel Miranda', 'Phillipa Soo', 'Original Broadway Cast of Hamilton']",40LYL1Z6xgCn5cBybo5K0D,270172,0,0.227,0.7959999999999999,0.484,0.187,0.0,5,0.0785,-14.076,1,68,0.0423,129.753
18789,My Way (feat. Monty),2015,2015-09-25,"['Fetty Wap', 'Monty']",1WoOzgvz6CgH4pX6a1RKGp,213053,1,0.537,0.00419,0.748,0.741,0.0,6,0.147,-3.103,1,67,0.0531,128.077
18790,Friends,2015,2015-02-21,['Chase Atlantic'],2jQiSYrwJehQAcuaaQrXnS,230011,0,0.0911,0.0114,0.422,0.609,4.76e-06,11,0.108,-6.3610000000000015,0,72,0.0335,107.34
18791,Lord Pretty Flacko Jodye 2 (LPFJ2),2015,2015-05-26,['A$AP Rocky'],1j6kDJttn6wbVyMaM42Nxm,126960,1,0.0471,0.0123,0.485,0.72,0.0,6,0.0546,-5.9910000000000005,1,68,0.127,207.982
18792,Legend,2015,2015-02-12,['Drake'],1ID1QFSNNxi0hiZCNcwjUC,241853,1,0.31,0.0266,0.7140000000000001,0.563,0.0,1,0.0776,-7.574,1,69,0.0723,100.091
18793,The Reynolds Pamphlet,2015,2015-09-25,['Original Broadway Cast of Hamilton'],7D1Lf7N7AtCuEq5PGJtIPz,128471,0,0.5379999999999999,0.0277,0.7509999999999999,0.573,0.0,0,0.129,-8.539,0,67,0.226,141.999
18794,YOUTH,2015,2015-12-04,['Troye Sivan'],1cOyWWUr3oXJIxY0AjJEx9,185194,0,0.5920000000000001,0.0625,0.628,0.737,0.0,7,0.0777,-4.437,1,65,0.041,91.507
18795,Cocaine Jesus,2015,2015-04-25,['Rainbow Kitten Surprise'],0ZAbupc7jAQpG9IxojQ3s3,229667,0,0.159,0.16,0.8220000000000001,0.362,0.0,2,0.313,-7.4620000000000015,1,66,0.0411,119.903
18796,Where Ya At (feat. Drake),2015,2015-07-17,"['Future', 'Drake']",5nN8BwAQDJDguq7Dpd3JQQ,208027,1,0.191,0.0933,0.813,0.453,0.0,1,0.14,-6.941,1,67,0.338,161.997
18797,I Know Him,2015,2015-09-25,['Jonathan Groff'],4eeN8erNIbW2osT0knz5vT,97980,0,0.378,0.649,0.67,0.436,0.0,0,0.722,-8.636000000000001,1,67,0.364,121.581
18798,The Devil Wears a Suit and Tie,2015,2015-06-02,['Colter Wall'],7hlA8gMMz6jSp91Twsnuv3,236027,0,0.438,0.79,0.625,0.319,0.104,6,0.0921,-12.119000000000002,0,66,0.0805,127.799
18799,Pity Party,2015,2015-08-14,['Melanie Martinez'],3fo6DYGktjENCiagUeU9yH,204086,0,0.339,0.058,0.716,0.73,7.32e-06,6,0.151,-4.126,0,70,0.0364,136.05
18800,Back To Back,2015,2015-07-31,['Drake'],5lFDtgWsjRJu8fPOAyJIAK,170638,1,0.382,0.00855,0.893,0.48,0.0,1,0.116,-3.728,0,68,0.356,86.976
18801,Maria I'm Drunk (feat. Justin Bieber & Young Thug),2015,2015-09-04,"['Travis Scott', 'Justin Bieber', 'Young Thug']",6Yqmv7XJLCrQEauMbPGZSw,349933,1,0.142,0.377,0.648,0.631,0.0,4,0.12,-5.662000000000001,0,69,0.103,105.989
18802,The Need to Know (feat. SZA),2015,2015-03-31,"['Wale', 'SZA']",6KacmqPPQ3LNoiGFuqGChs,216832,1,0.207,0.487,0.537,0.411,9.21e-06,7,0.3,-14.059,1,66,0.502,94.292
18803,Brand New,2015,2015-08-28,['Ben Rector'],07m8PuXxxv5J4qPEDq6ZkK,243933,0,0.422,0.00268,0.555,0.934,0.0,9,0.122,-5.04,1,66,0.113,144.874
18804,Cabinet Battle #2,2015,2015-09-25,"['Christopher Jackson', 'Daveed Diggs', 'Lin-Manuel Miranda', 'Okieriete Onaodowan']",6KRHMYPIWRgFWlXPgqO2Fp,142640,0,0.519,0.0582,0.753,0.539,0.0,11,0.353,-9.117,1,67,0.537,99.455
18805,Dear Future Husband,2015,2015-01-09,['Meghan Trainor'],3cU2wBxuV6nFiuf6PJZNlC,184227,0,0.8320000000000001,0.375,0.655,0.782,0.0,1,0.317,-4.789,1,73,0.185,79.42699999999998
18806,Train Wreck,2016,2016-10-28,['James Arthur'],55Am8neGJkdj2ADaM3aw5H,208827,0,0.225,0.701,0.311,0.485,0.0,6,0.0726,-5.726,0,88,0.0365,77.355
18807,I Fall Apart,2016,2016-12-09,['Post Malone'],75ZvA4QfFiZvzhj2xkaWAh,223347,1,0.291,0.0689,0.556,0.5379999999999999,0.0,8,0.196,-5.408,0,83,0.0382,143.95
18808,Mr Loverman,2016,2016-04-08,['Ricky Montgomery'],0MF5QHFzTUM2dYm6J7Vngt,216880,0,0.488,0.245,0.639,0.526,2.43e-05,0,0.25,-6.697,1,82,0.0256,130.033
18809,Say You Won't Let Go,2016,2016-10-28,['James Arthur'],5uCax9HTNlzGybIStD3vDh,211467,0,0.494,0.695,0.358,0.557,0.0,10,0.0902,-7.398,1,86,0.059,85.04299999999998
18810,Redbone,2016,2016-12-02,['Childish Gambino'],0wXuerDYiBnERgIpbb3JBR,326933,1,0.5720000000000001,0.1669999999999999,0.743,0.347,0.00951,1,0.103,-11.174,1,82,0.121,160.143
18811,Congratulations,2016,2016-12-09,"['Post Malone', 'Quavo']",3a1lNhkSLSkpJE4MSHpDu9,220293,1,0.4920000000000001,0.215,0.63,0.804,0.0,6,0.253,-4.183,1,82,0.0363,123.146
18812,Feeling Whitney,2016,2016-12-09,['Post Malone'],35r28RDot7nPE7y9K9H7l0,257267,1,0.226,0.787,0.412,0.227,4.69e-06,0,0.282,-12.696,1,80,0.0359,80.111
18813,Ophelia,2016,2016-04-08,['The Lumineers'],3d8y0t70g7hw2FOWl9Z4Fm,160097,0,0.5660000000000001,0.613,0.664,0.573,0.000363,5,0.0857,-6.519,1,74,0.0277,76.023
18814,Starboy,2016,2016-11-25,"['The Weeknd', 'Daft Punk']",7MXVkk9YMctZqd1Srtv4MB,230453,1,0.486,0.141,0.679,0.5870000000000001,6.35e-06,7,0.1369999999999999,-7.015,1,83,0.276,186.003
18815,Nights,2016,2016-08-20,['Frank Ocean'],7eqoqGkKwgOaWNNHx90uEZ,307151,1,0.423,0.42,0.466,0.5479999999999999,1.01e-06,5,0.113,-9.362,0,79,0.118,89.815
18816,Closer,2016,2016-07-29,"['The Chainsmokers', 'Halsey']",7BKLCZ1jbUBVqRi2FVlTVw,244960,0,0.6609999999999999,0.414,0.748,0.524,0.0,8,0.111,-5.599,1,84,0.0338,95.01
18817,Ivy,2016,2016-08-20,['Frank Ocean'],2ZWlPOoWh0626oTaHrnl2a,249191,1,0.452,0.782,0.5670000000000001,0.388,0.000309,9,0.248,-9.579,0,78,0.0384,116.362
18818,Pink + White,2016,2016-08-20,['Frank Ocean'],3xKsf9qdS1CyvXSMEid6g8,184516,0,0.5539999999999999,0.67,0.544,0.552,4.57e-05,9,0.415,-7.45,1,79,0.0991,159.738
18819,Line Without a Hook,2016,2016-04-08,['Ricky Montgomery'],5jvgec3P4jyoZUPTy2pWDR,249587,0,0.507,0.262,0.4320000000000001,0.652,0.0,8,0.258,-4.968999999999999,1,78,0.0285,190.028
18820,What Ifs (feat. Lauren Alaina),2016,2016-12-02,"['Kane Brown', 'Lauren Alaina']",7zVCrzzEJU7u24sbJPXA5W,188253,0,0.687,0.00898,0.612,0.799,0.0,10,0.172,-4.603,1,74,0.0275,125.976
18821,White Iverson,2016,2016-12-09,['Post Malone'],6eT7xZZlB2mwyzJ2sUKG6w,256533,1,0.309,0.233,0.675,0.562,0.0,7,0.0816,-7.678,1,78,0.0352,130.09799999999998
18822,Needed Me,2016,2016-01-28,['Rihanna'],4pAl7FkDMNBsjykPXo91B3,191600,1,0.296,0.11,0.6709999999999999,0.314,0.0,5,0.0825,-8.091000000000001,0,79,0.244,110.898
18823,That's What I Like,2016,2016-11-17,['Bruno Mars'],0KKkJNfGyhkQ5aFogxQAPU,206693,0,0.86,0.013,0.853,0.56,0.0,1,0.0944,-4.961,1,81,0.0406,134.066
18824,Go Flex,2016,2016-12-09,['Post Malone'],5yuShbu70mtHXY0yLzCQLQ,179613,1,0.127,0.228,0.665,0.498,0.0,5,0.0757,-8.185,1,78,0.0832,81.96700000000001
18825,Money Longer,2016,2016-05-27,['Lil Uzi Vert'],0B8QzDH7YWih85V5SEMnyJ,198944,1,0.478,0.0541,0.795,0.568,0.0,5,0.108,-7.817,0,75,0.142,136.173
18826,Chill Bill (feat. J. Davi$ & Spooks),2016,2016-06-17,"['Rob $tone', 'J. Davi$', 'Spooks']",5uDASfU19gDxSjW8cnCaBp,177184,1,0.23,0.0312,0.8859999999999999,0.4270000000000001,0.00099,6,0.0906,-10.028,1,78,0.145,108.034
18827,"i hate u, i love u (feat. olivia o'brien)",2016,2016-03-25,"['gnash', ""Olivia O'Brien""]",7vRriwrloYVaoAe3a9wJHe,251034,1,0.18,0.687,0.4920000000000001,0.275,0.0,6,0.101,-13.4,0,81,0.3,92.6
18828,Heathens,2016,2016-06-16,['Twenty One Pilots'],6i0V12jOa3mr6uu4WYhUBr,195920,0,0.5479999999999999,0.0841,0.732,0.396,3.58e-05,4,0.105,-9.348,0,81,0.0286,90.024
18829,Desperado,2016,2016-01-28,['Rihanna'],4mCf3vQf7z0Yseo0RxAi3V,186467,0,0.3229999999999999,0.3229999999999999,0.685,0.61,0.0,0,0.102,-5.221,0,78,0.0439,94.384
18830,"Psycho, Pt. 2",2016,2016-11-08,['Russ'],26OhjtaTamFocE08t83ml6,161985,1,0.424,0.775,0.7659999999999999,0.5479999999999999,5.57e-06,10,0.1,-4.29,1,78,0.235,82.944
18831,Godspeed,2016,2016-08-20,['Frank Ocean'],34xTFwjPQ1dC6uJmleno7x,177922,0,0.0773,0.931,0.421,0.0952,0.000201,6,0.126,-12.561,1,77,0.0479,109.698
18832,7 Years (Remix),2016,2016-06-04,['Sik World'],1kFlDnWmBTvCBxxeGDpIdp,134197,1,0.439,0.227,0.8109999999999999,0.609,0.0,10,0.102,-8.376,1,77,0.0996,120.071
18833,Somebody Else,2016,2016-02-26,['The 1975'],5hc71nKsUgtwQ3z52KEKQk,347520,1,0.472,0.195,0.61,0.7879999999999999,0.0142,0,0.153,-5.724,1,74,0.0585,101.045
18834,Japanese Denim,2016,2016-10-21,['Daniel Caesar'],1boXOL0ua7N2iCOUVI1p9F,270847,1,0.345,0.0905,0.7070000000000001,0.238,2.42e-06,3,0.0842,-8.818,1,76,0.0379,124.156
18835,White Ferrari,2016,2016-08-20,['Frank Ocean'],2LMkwUfqC6S6s6qDVlEuzV,248808,0,0.219,0.784,0.444,0.0924,0.0,0,0.304,-15.605,1,76,0.0366,108.917
18836,7 Years,2016,2016-04-01,['Lukas Graham'],5kqIPrATaCc2LqxVWzQGbk,237300,0,0.34,0.287,0.765,0.473,0.0,10,0.391,-5.829,1,80,0.0514,119.992
18837,Erase Your Social,2016,2016-08-10,['Lil Uzi Vert'],4uhvMW7ly7tJil31YYscAN,199993,1,0.718,0.6940000000000001,0.705,0.609,0.0,3,0.234,-5.728,1,73,0.0729,140.058
18838,Love On The Brain,2016,2016-01-28,['Rihanna'],5oO3drDxtziYU2H1X23ZIp,224000,1,0.378,0.0717,0.509,0.637,1.0800000000000003e-05,4,0.0789,-4.83,0,80,0.0471,172.00599999999997
18839,How Far I'll Go,2016,2016-11-18,"[""Auli'i Cravalho""]",6mb6lVLNrcUgLnEN8QnDJd,163387,0,0.108,0.649,0.5710000000000001,0.307,0.0,1,0.178,-10.958,0,74,0.0499,83.72
18840,Fight Song,2016,2016-01-01,['Rachel Platten'],37f4ITSlgPX81ad2EvmVQr,204013,0,0.33,0.0549,0.564,0.7140000000000001,0.0,7,0.155,-4.987,1,80,0.129,175.924
18841,Can I Be Him,2016,2016-10-28,['James Arthur'],0VhgEqMTNZwYL1ARDLLNCX,246880,0,0.479,0.308,0.696,0.5429999999999999,0.0,11,0.0939,-6.164,1,79,0.0489,107.969
18842,Heartache On The Dance Floor,2016,2016-05-13,['Jon Pardi'],0w3Q14i073jLoew1hgJkwD,205200,0,0.618,0.0563,0.596,0.8340000000000001,0.0,9,0.0866,-4.308,1,72,0.0474,116.0
18843,Night Shift,2016,2016-05-13,['Jon Pardi'],0bPnT6i9H1p8Vd85GS6Z7I,172253,0,0.73,0.0963,0.63,0.754,0.0,2,0.268,-3.564,1,72,0.0284,95.999
18844,Gassed Up,2016,2016-08-26,['Nebu Kiniza'],6JjEVlMkfHWMeYavkEYzNO,193911,1,0.45,0.0213,0.7979999999999999,0.568,0.0,5,0.0586,-9.072,0,74,0.135,148.88
18845,Die For You,2016,2016-11-25,['The Weeknd'],2Ch7LmS7r2Gy2kc64wv3Bz,260253,0,0.51,0.111,0.5820000000000001,0.525,0.0,1,0.134,-7.162999999999999,0,77,0.0627,133.249
